Nome,Cervejaria,Grupo,Estilo,Alcool,Ativa,Sazonal,Minima,Maxima,Copo,Geral,Aroma,Aparencia,Sabor,Sensacao,Conjunto,Votos
Província Weissbier Brazilian Style,InformaçõesEstiloGerman Weizen  Álcool (%)5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal WeizenVisite o website,NA,German Weizen,5,SIM,Não é sazonal,5,7, Weizen,3.3,6,4,13,3,7,33
Rasen Amber Ale,Rasen Bier:: ver detalhes da cervejariaEstiloAmerican Amber Ale  Álcool (%)5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Tulipa TaçaVisite o website,NA,American Amber Ale,5,SIM,Não é sazonal,5,7, Tulipa Taça,3.3,6,4,13,3,6,52
Rasen Bier Pilsen,Rasen Bier:: ver detalhes da cervejariaEstiloPremium American Lager  Álcool (%)4.8% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Lager (Chope) PilsnerVisite o website,NA,Premium American Lager,4.8,SIM,Não é sazonal,0,4, Lager (Chope) Pilsner,2.8,5,3,11,3,6,66
Rasen Dunkel,Rasen Bier:: ver detalhes da cervejariaEstiloSchwarzbier  Álcool (%)4.8% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal CalderetaVisite o website,NA,Schwarzbier,4.8,SIM,Não é sazonal,8,12, Caldereta,2.9,6,3,11,3,6,52
Rasen Weizen,Rasen Bier:: ver detalhes da cervejariaEstiloGerman Weizen  Álcool (%)5.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal WeizenVisite o website,NA,German Weizen,5.5,SIM,Não é sazonal,5,7, Weizen,3,6,3,12,3,6,40
Ravache,Cervejaria Guitt´s:: ver detalhes da cervejariaEstiloPremium American Lager  Álcool (%)4.8% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PilsnerVisite o website,NA,Premium American Lager,4.8,SIM,Não é sazonal,5,7, Pilsner,3.1,6,3,12,3,6,61
RIPA Na Chulipa,Saint Bier Cervejaria:: ver detalhes da cervejariaEstiloIndia Pale Ale (IPA)  Álcool (%)7% ABVIBU50IngredientesAguá, Malte de Cevada, Lúpulo, Melado e Rapadura AtivaNÃOSazonalNão é sazonalTemperatura5-7 °C Copo ideal Pint CalderetaVisite o website,NA,India Pale Ale (IPA),7,NÃO,Não é sazonal,50,5, Pint Caldereta,3.4,7,4,14,3,7,34
Saint Bier Belgian Golden Ale,Saint Bier Cervejaria:: ver detalhes da cervejariaEstiloBelgian Golden Strong Ale  Álcool (%)6% ABVIngredientesÁgua, Malte, Lúpulo, LeveduraAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TulipaVisite o website,NA,Belgian Golden Strong Ale,6,SIM,Não é sazonal,5,7, Tulipa,3.1,6,4,13,3,6,84
Saint Bier Bock,Saint Bier Cervejaria:: ver detalhes da cervejariaEstiloTraditional Bock  Álcool (%)5.5% ABVIBU20IngredientesÁgua, malte, lúpulo e leveduraAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TulipaVisite o website,NA,Traditional Bock,5.5,SIM,Não é sazonal,20,5, Tulipa,3,6,3,12,3,6,32
Saint Bier Hefe Weizen,Saint Bier Cervejaria:: ver detalhes da cervejariaEstiloGerman Weizen  Álcool (%)5.5% ABVIngredientesÁgua, malte, malte de trigo, lúpulo e leveduraAtivaNÃOSazonalNão é sazonalTemperatura5-7 °C Copo ideal WeizenVisite o website,NA,German Weizen,5.5,NÃO,Não é sazonal,5,7, Weizen,3.5,7,4,14,3,7,34
Saint Bier In Natura,Saint Bier Cervejaria:: ver detalhes da cervejariaEstiloPremium American Lager  Álcool (%)5.2% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Lager (Chope) PilsnerVisite o website,NA,Premium American Lager,5.2,SIM,Não é sazonal,0,4, Lager (Chope) Pilsner,2.8,5,3,11,3,6,28
Saint Bier Pilsen,Saint Bier Cervejaria:: ver detalhes da cervejariaEstiloClassic American Pilsner  Álcool (%)5% ABVIBU16Cor SRM10,00IngredientesMalte, agua, Lupulo e LeveduraAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Lager (Chope) Caldereta,NA,Classic American Pilsner,5,SIM,Não é sazonal,16,5, Lager (Chope) Caldereta,2.9,5,3,11,3,6,79
Saint Bier Stout,Saint Bier Cervejaria:: ver detalhes da cervejariaEstiloSweet Stout  Álcool (%)6% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Pint CalderetaVisite o website,NA,Sweet Stout,6,SIM,Não é sazonal,0,4, Pint Caldereta,3.2,6,4,13,3,6,43
Saint Bier Weiss,Saint Bier Cervejaria:: ver detalhes da cervejariaEstiloGerman Weizen  Álcool (%)5% ABVIBU18Cor SRM2,00IngredientesÁgua, Malte, Malte de Trigo, Lúpulo e LeveduraAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal WeizenVisite o website,NA,German Weizen,5,SIM,Não é sazonal,18,5, Weizen,3.3,6,4,13,3,6,54
Saison à Trois,Cervejaria Invicta:: ver detalhes da cervejariaEstiloSaison / Farmhouse  Álcool (%)5.8% ABVIBU30IngredientesMaltes de cevada e trigo, levedura belga, lúpulo neozelandês Motueka e semente de coentro.AtivaSIMSazonalColaborativaTemperatura5-7 °C Copo ideal TaçaVisite o website,NA,Saison / Farmhouse,5.8,SIM,Colaborativa,30,NA, Taça,3.7,7,4,15,4,7,78
Saison de Cajú,Cervejaria Tupiniquim:: ver detalhes da cervejaria:: ver detalhes da cervejariaEstiloSaison / Farmhouse  Álcool (%)6.8% ABVIBU28IngredientesÁgua, malte, lúpulo, levedura, manga e cajúAtivaSIMSazonalColaborativaTemperatura5-7 °C Copo ideal Tulipa TaçaVisite o website,NA,Saison / Farmhouse,6.8,SIM,Colaborativa,28,5, Tulipa Taça,3.7,7,4,15,4,7,53
Samba,Casa di Conti:: ver detalhes da cervejariaEstiloStandard American Lager  Álcool (%)4.6% ABVIngredientesÁgua, malte, carboidratos e lúpulo.AtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Lager (Chope) CalderetaVisite o website,NA,Standard American Lager,4.6,SIM,Não é sazonal,NA,0, Lager (Chope) Caldereta,1.5,3,2,5,2,3,33
Santa Fé Export,Cervejaria Premium:: ver detalhes da cervejariaEstiloPremium American Lager  Álcool (%)4.7% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Lager (Chope)Visite o website,NA,Premium American Lager,4.7,SIM,Não é sazonal,0,4, Lager (Chope),2.3,4,3,9,2,5,42
Sauber Beer Pumpkin Ale,Sauber BeerEstiloPumpkin Ale  Álcool (%)4.7% ABVIngredientesÁgua, maltes, lúpulos, levedura e abóbora.AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Taça,NA,Pumpkin Ale,4.7,SIM,Não é sazonal,NA,5, Taça,3.3,7,3,13,3,7,44
Schmitt Ale,De Porto:: ver detalhes da cervejariaImportadoraUnilandEstiloAmerican Pale Ale  Álcool (%)4.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TaçaVisite o website,NA,American Pale Ale,4.5,SIM,Não é sazonal,5,7, Taça,2.9,6,3,11,3,6,137
Schmitt Barley Wine,De Porto:: ver detalhes da cervejariaEstiloBarley Wine  Álcool (%)8.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal ConhaqueVisite o website,NA,Barley Wine,8.5,SIM,Não é sazonal,5,7, Conhaque,3.6,7,3,14,4,7,123
Schmitt Sparkling Ale,De Porto:: ver detalhes da cervejariaEstiloAmerican Pale Ale  Álcool (%)4.5% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa CilíndricoVisite o website,NA,American Pale Ale,4.5,SIM,Não é sazonal,8,12, Tulipa Cilíndrico,3.2,6,4,13,3,7,59
Schornstein Bock,Cervejaria Schornstein:: ver detalhes da cervejariaEstiloTraditional Bock  Álcool (%)7% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Tulipa CalderetaVisite o website,NA,Traditional Bock,7,SIM,Não é sazonal,5,7, Tulipa Caldereta,3.5,7,4,14,3,7,50
Schornstein Imperial Stout,Cervejaria Schornstein:: ver detalhes da cervejariaEstiloRussian Imperial Stout  Álcool (%)8% ABVAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal TulipaVisite o website,NA,Russian Imperial Stout,8,SIM,Não é sazonal,8,12, Tulipa,3.7,7,4,15,4,7,55
Schornstein India Pale Ale,Cervejaria Schornstein:: ver detalhes da cervejariaEstiloIndia Pale Ale (IPA)  Álcool (%)6.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,India Pale Ale (IPA),6.5,SIM,Não é sazonal,5,7, Caldereta,3.9,8,4,16,4,8,101
Schornstein Pilsen Cristal,Cervejaria Schornstein:: ver detalhes da cervejariaEstiloStandard American Lager  Álcool (%)4.5% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Lager (Chope) CalderetaVisite o website,NA,Standard American Lager,4.5,SIM,Não é sazonal,0,4, Lager (Chope) Caldereta,2.8,5,3,11,3,6,35
Schornstein Pilsen Natural,Cervejaria Schornstein:: ver detalhes da cervejariaEstiloStandard American Lager  Álcool (%)4.5% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Lager (Chope) CalderetaVisite o website,NA,Standard American Lager,4.5,SIM,Não é sazonal,0,4, Lager (Chope) Caldereta,3,6,3,12,3,6,35
Schornstein Weiss,Cervejaria Schornstein:: ver detalhes da cervejariaEstiloGerman Weizen  Álcool (%)5% ABVAtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal WeizenVisite o website,NA,German Weizen,5,SIM,Não é sazonal,0,4, Weizen,3.4,6,4,14,3,7,51
Sepultura Weissbier,Fábrica do ChopeEstiloGerman Weizen  Álcool (%)4.4% ABVAtivaNÃOSazonalComemorativaTemperatura0-4 °C Copo ideal Weizen,NA,German Weizen,4.4,NÃO,Comemorativa,0,4, Weizen,2.9,6,3,11,3,6,51
Serramalte,AmBev,Anheuser-InBev,Standard American Lager,5.5,SIM,Não é sazonal,0,4, Pilsner Lager (Chope) Caldereta,2.5,4,3,10,3,5,280
Skol,AmBev,Anheuser-InBev,Standard American Lager,4.7,SIM,Não é sazonal,405,NA, Lager (Chope) Caldereta,1.5,2,2,5,2,3,395
Skol 360º,AmBev,Anheuser-InBev,Standard American Lager,4.2,SIM,Comemorativa,0,4, Lager (Chope) Caldereta,1.2,2,2,2,NA,NA,90
Skol Beats,AmBevEstiloStandard American Lager  Álcool (%)5.2% ABVIngredientesÁgua, malte, cereais não maltados, carboidratos e lúpulo.AtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Lager (Chope) PilsnerVisite o website,NA,Standard American Lager,5.2,SIM,Não é sazonal,NA,0, Lager (Chope) Pilsner,1.6,3,2,5,2,3,148
Skol Beats Extreme,AmBev,Anheuser-InBev,Malt Liquor,6.9,SIM,Não é sazonal,NA,405, Lager (Chope),1.9,3,3,7,2,4,93
Skol Ultra,AmBev,Anheuser-InBev,Premium American Lager,4.2,SIM,Não é sazonal,0,4, Lager (Chope),1.6,3,2,6,2,3,60
Sol,Cervejaria Heineken,Heineken,Standard American Lager,4.5,SIM,Não é sazonal,0,4, Pilsner Caldereta,1.4,2,2,5,2,3,133
St. Gallen Red Ale,Cervejaria Sankt Gallen:: ver detalhes da cervejariaEstiloIrish Red Ale  Álcool (%)9.2% ABVAtivaNÃOSazonalOutrosTemperatura5-7 °C Copo ideal Caldereta,NA,Irish Red Ale,9.2,NÃO,Outros,5,7, Caldereta,3.4,7,4,13,3,7,99
St. Gallen Stout Porter,Cervejaria Sankt Gallen:: ver detalhes da cervejariaEstiloSweet Stout  Álcool (%)8% ABVCor SRM35,00Ingredienteságua, maltes e lúpuloAtivaNÃOSazonalNão é sazonalTemperatura8-12 °C Copo ideal PintVisite o website,NA,Sweet Stout,8,NÃO,Não é sazonal,8,12, Pint,3.3,6,4,13,3,6,67
St. Gallen Weissbier,Cervejaria Sankt Gallen:: ver detalhes da cervejariaEstiloGerman Weizen  Álcool (%)5.5% ABVIngredientesÁgua mineral, maltes, lúpulos, antioxidante INS 316 e estabilizante INS 405AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal WeizenVisite o website,NA,German Weizen,5.5,SIM,Não é sazonal,316,405, Weizen,3.3,6,4,13,3,7,219
Coruja Strix IPL,Coruja:: ver detalhes da cervejariaEstiloIndia Pale Lager  Álcool (%)6.9% ABVIBU55AtivaNÃOSazonalNão é sazonalTemperatura5-7 °C Copo ideal Lager (Chope) Caldereta,NA,India Pale Lager,6.9,NÃO,Não é sazonal,55,5, Lager (Chope) Caldereta,3.5,7,4,14,3,7,27
Sul Americana Black Lager,Cervejaria Sankt GallenEstiloDark American Lager  Álcool (%)5% ABVIngredientesÁgua, Malte, Lúpulos, Antioxidantes INS 316 e INS 223 e Estabilizante INS 405.AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Lager (Chope) Caldereta,NA,Dark American Lager,5,SIM,Não é sazonal,316,223, Lager (Chope) Caldereta,2.8,5,3,11,3,5,32
Summer Draft,Cervejaria Heineken,Heineken,Standard American Lager,4.7,SIM,Não é sazonal,316,0, Pilsner Caldereta,1.6,3,2,6,2,3,104
Tcheca,Cervejaria Bamberg:: ver detalhes da cervejariaEstiloBohemian Pilsener  Álcool (%)5% ABVIngredientesagua,maltes de cevada e lupuloAtivaNÃOSazonalOutrosTemperatura0-4 °C Copo ideal PilsnerVisite o website,NA,Bohemian Pilsener,5,NÃO,Outros,0,4, Pilsner,3.7,7,4,15,4,7,47
Thai,Barco:: ver detalhes da cervejariaEstiloGerman Weizen  Álcool (%)5.3% ABVIBU12Cor SRM8,00AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal WeizenVisite o website,NA,German Weizen,5.3,SIM,Não é sazonal,12,5, Weizen,3.5,7,3,14,3,7,29
The White IPA,Cervejaria Dortmund:: ver detalhes da cervejariaEstiloIndia Pale Ale (IPA)  Álcool (%)4.5% ABVIBU50AtivaSIMSazonalOutrosTemperatura5-7 °C Copo ideal Pint CalderetaVisite o website,NA,India Pale Ale (IPA),4.5,SIM,Outros,50,5, Pint Caldereta,3.4,7,4,14,3,7,43
Therezópolis Copper,Cervejaria Sankt Gallen:: ver detalhes da cervejariaEstiloAmerican Pale Ale  Álcool (%)5.2% ABVIBU25AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal PintVisite o website,NA,American Pale Ale,5.2,SIM,Não é sazonal,25,5, Pint,3.4,7,4,14,3,7,30
Therezópolis Diamant,Cervejaria Sankt Gallen:: ver detalhes da cervejariaEstiloBelgian Tripel  Álcool (%)9.5% ABVIBU42IngredientesÁgua, Malte, Lúpulo e açucarAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa,NA,Belgian Tripel,9.5,SIM,Não é sazonal,42,8, Tulipa,3.3,7,4,13,3,6,27
Therezópolis Ebenholz,Cervejaria Sankt Gallen:: ver detalhes da cervejariaEstiloMunich Dunkel  Álcool (%)5.5% ABVIBU16AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal CanecaVisite o website,NA,Munich Dunkel,5.5,SIM,Não é sazonal,16,5, Caneca,3.1,6,4,12,3,6,183
Therezopolis Elfenbein ,Cervejaria Sankt Gallen:: ver detalhes da cervejariaEstiloGerman Weizen  Álcool (%)5.5% ABVIBU12Ingredienteságua, malte, lúpulo.AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal WeizenVisite o website,NA,German Weizen,5.5,SIM,Não é sazonal,12,NA, Weizen,3.4,7,4,14,3,7,60
Therezópolis Gold,Cervejaria Sankt Gallen:: ver detalhes da cervejariaEstiloPremium American Lager  Álcool (%)5% ABVIBU10AtivaSIMSazonalNão é sazonalTemperatura0-4 °C Copo ideal Lager (Chope) PilsnerVisite o website,NA,Premium American Lager,5,SIM,Não é sazonal,10,0, Lager (Chope) Pilsner,2.7,5,3,10,3,5,300
Therezópolis Jade,Cervejaria Sankt Gallen:: ver detalhes da cervejariaEstiloIndia Pale Ale (IPA)  Álcool (%)6.5% ABVIBU50IngredientesÁgua, malte e lúpulos.AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Pint CalderetaVisite o website,NA,India Pale Ale (IPA),6.5,SIM,Não é sazonal,50,NA, Pint Caldereta,3.4,7,4,13,3,7,122
Therezópolis Or Blanc,Cervejaria Sankt Gallen:: ver detalhes da cervejariaEstiloWitbier  Álcool (%)4.5% ABVIBU10AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TumblerVisite o website,NA,Witbier,4.5,SIM,Não é sazonal,10,5, Tumbler,2.9,6,3,12,3,6,82
Therezópolis Rubine,Cervejaria Sankt Gallen:: ver detalhes da cervejariaEstiloTraditional Bock  Álcool (%)6.5% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TulipaVisite o website,NA,Traditional Bock,6.5,SIM,Não é sazonal,5,7, Tulipa,3.3,6,4,13,3,7,165
Therezópolis Weiss,Cervejaria Sankt Gallen:: ver detalhes da cervejariaEstiloGerman Weizen  Álcool (%)5.2% ABVIngredientesÁgua, maltes e lúpulos.AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal WeizenVisite o website,NA,German Weizen,5.2,SIM,Não é sazonal,NA,5, Weizen,3.3,6,3,13,3,7,47
Tommy Gun,Cervejaria Backer:: ver detalhes da cervejariaEstiloImperial / Double IPA  Álcool (%)8.4% ABVIBU68IngredientesÁgua, malte de cevada, lúpulo e levedura.AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal PintVisite o website,NA,Imperial / Double IPA,8.4,SIM,Não é sazonal,68,NA, Pint,NA,NA,NA,NA,NA,NA,NA
Cevada Pura Trigo,Cevada Pura:: ver detalhes da cervejariaEstiloGerman Weizen  Álcool (%)5.5% ABVIngredientesMalte de trigo, malte de cevada, lupulo, agua e leveduraAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal WeizenVisite o website,NA,German Weizen,5.5,SIM,Não é sazonal,5,7, Weizen,3.2,6,3,13,3,6,31
Tupiniquim Anunciação IPA,Cervejaria Tupiniquim:: ver detalhes da cervejariaEstiloIndia Pale Ale (IPA)  Álcool (%)6.6% ABVAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Pint CalderetaVisite o website,NA,India Pale Ale (IPA),6.6,SIM,Não é sazonal,5,7, Pint Caldereta,3.7,7,4,15,4,7,32
Tupiniquim Chocolate,Cervejaria Tupiniquim:: ver detalhes da cervejaria:: ver detalhes da cervejariaEstiloSweet Stout  Álcool (%)4.9% ABVIngredientesÁgua, malte de cevada, açúcar de cana, lúpulo e leveduras.AtivaSIMSazonalOutrosTemperatura5-7 °C Copo ideal Pint CalderetaVisite o website,NA,Sweet Stout,4.9,SIM,Outros,NA,5, Pint Caldereta,3.3,7,3,12,3,6,53
Tupiniquim Extra Fancy IPA,Cervejaria TupiniquimEstiloIndia Pale Ale (IPA)  Álcool (%)6.3% ABVAtivaSIMSazonalNão é sazonalVisite o website,NA,India Pale Ale (IPA),6.3,SIM,Não é sazonalVisite o website,NA,NA,NA,3.8,8,4,15,4,8,60
Tupiniquim Monjolo Imperial Porter,Cervejaria TupiniquimEstiloImperial / Strong Porter  Álcool (%)10.5% ABVAtivaSIMSazonalNão é sazonal,NA,Imperial / Strong Porter,10.5,SIM,Não é sazonal,NA,NA,NA,3.9,8,4,15,4,8,34
Tupiniquim/Omnipollo Polimango,Cervejaria Tupiniquim:: ver detalhes da cervejariaEstiloImperial / Double IPA  Álcool (%)9.5% ABVIBU80IngredientesMalte de cevada e trigo, aveia em flocos, farinha de polenta, lúpulo, levedura e água.AtivaSIMSazonalColaborativaTemperatura8-12 °C Copo ideal Pint Caldereta,NA,Imperial / Double IPA,9.5,SIM,Colaborativa,80,NA, Pint Caldereta,3.9,8,4,15,4,8,72
Tupiniquim Weiss,Cervejaria Tupiniquim:: ver detalhes da cervejaria:: ver detalhes da cervejariaEstiloGerman Weizen  Álcool (%)5.5% ABVIngredientesÁgua, malte de trigo e cevada, lúpulo e fermentoAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Weizen,NA,German Weizen,5.5,SIM,Não é sazonal,5,7, Weizen,3.2,6,4,13,3,6,38
Urbana Gordelícia,Cervejaria Urbana:: ver detalhes da cervejariaEstiloBelgian Golden Strong Ale  Álcool (%)7.5% ABVIBU25IngredientesÁgua, malte, lúpulo, fermento e açúcar.AtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal Tulipa Taça,NA,Belgian Golden Strong Ale,7.5,SIM,Não é sazonal,25,NA, Tulipa Taça,3.6,7,4,15,4,7,46
Velhas Virgens Indie Rockin´Beer,Cervejaria Invicta:: ver detalhes da cervejariaEstiloIndia Pale Ale (IPA)  Álcool (%)6.5% ABVIngredientesÁgua, malte, lúpulo e levedura.AtivaSIMSazonalComemorativaTemperatura5-7 °C Copo ideal CalderetaVisite o website,NA,India Pale Ale (IPA),6.5,SIM,Comemorativa,NA,5, Caldereta,3.5,7,4,14,3,7,39
Wäls 42,Cervejaria Wäls:: ver detalhes da cervejaria,Anheuser-InBev,Saison / Farmhouse,6.5,SIM,Não é sazonal,30,NA, Taça,3.5,7,4,14,3,7,108
Wäls 65 Anos Pão de Açúcar,Cervejaria Wäls:: ver detalhes da cervejariaEstiloWitbier  Álcool (%)5% ABVIngredientesÁgua, Malte, Lúpulo, Fermento, Casca de Laranja, Semente de Coentro, Baunilha de Madagascar e AlfarrobasAtivaSIMSazonalComemorativaTemperatura5-7 °C Copo ideal TumblerVisite o website,NA,Witbier,5,SIM,Comemorativa,5,7, Tumbler,3.1,6,3,12,3,6,28
Wäls Dubbel,Cervejaria Wäls:: ver detalhes da cervejaria,Anheuser-InBev,Belgian Dubbel,7.5,SIM,Não é sazonal,26,8, Taça,3.9,8,4,16,4,8,174
Wäls Gioia,Cervejaria Wäls:: ver detalhes da cervejariaEstiloBohemian Pilsener  Álcool (%)4% ABVIngredientesLúpulo Cascade em dry hoppingAtivaNÃOSazonalComemorativaTemperatura0-4 °C Copo ideal Lager (Chope) PilsnerVisite o website,NA,Bohemian Pilsener,4,NÃO,Comemorativa,0,4, Lager (Chope) Pilsner,3.2,7,3,13,3,6,37
Wäls Hot Petroleum,Cervejaria Wäls:: ver detalhes da cervejariaEstiloRussian Imperial Stout  Álcool (%)11% ABVCor SRM0,00IngredientesPimentas: Habanero, Bhut Jolokia, Malagueta, Pimenta de Bode, Chilli Morita e JavanesaAtivaSIMSazonalBrassagem únicaTemperatura8-12 °C Copo ideal ConhaqueVisite o website,NA,Russian Imperial Stout,11,SIM,Brassagem única,8,12, Conhaque,4.1,8,4,16,4,8,29
Wäls Niobium,Cervejaria Wäls:: ver detalhes da cervejariaEstiloImperial / Double IPA  Álcool (%)9% ABVIBU93IngredientesÁgua, Malte, LúpuloAtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal PintVisite o website,NA,Imperial / Double IPA,9,SIM,Não é sazonal,93,8, Pint,3.9,8,4,16,4,8,92
Wäls Petroleum,Cervejaria Wäls:: ver detalhes da cervejaria,Anheuser-InBev,Russian Imperial Stout,12,SIM,Não é sazonal,70,8, Conhaque,4.2,8,5,17,4,8,231
Wäls Pilsen,Cervejaria Wäls:: ver detalhes da cervejaria,Anheuser-InBev,Bohemian Pilsener,5,SIM,Não é sazonal,42,5, Pilsner Caneca,3.7,7,4,15,4,7,163
Wäls Quadruppel,Cervejaria Wäls:: ver detalhes da cervejaria,Anheuser-InBev,Belgian Quadrupel / ABT,11,SIM,Não é sazonal,35,8, Tulipa Taça,4,8,4,16,4,8,223
Wäls Saison de Caipira,Cervejaria Wäls:: ver detalhes da cervejariaEstiloSaison / Farmhouse  Álcool (%)6.5% ABVIBU20IngredientesÁgua, malte, lúpulo e cana-de-açúcarAtivaSIMSazonalNão é sazonalTemperatura5-7 °C Copo ideal TaçaVisite o website,NA,Saison / Farmhouse,6.5,SIM,Não é sazonal,20,5, Taça,3.5,7,3,14,4,7,84
Wäls Session Citra IPA,Cervejaria Wäls:: ver detalhes da cervejariaEstiloSession IPA  Álcool (%)3.9% ABVIBU30AtivaSIMSazonalOutrosTemperatura5-7 °C Copo ideal Pint CalderetaVisite o website,NA,Session IPA,3.9,SIM,Outros,30,5, Pint Caldereta,3.6,7,3,14,4,7,97
Wäls Stadt Jever,Cervejaria Wäls:: ver detalhes da cervejariaEstiloPremium American Lager  Álcool (%)5% ABVAtivaSIMSazonalComemorativaTemperatura0-4 °C Copo ideal Lager (Chope)Visite o website,NA,Premium American Lager,5,SIM,Comemorativa,0,4, Lager (Chope),3.7,7,4,15,4,7,41
Wäls Trippel,Cervejaria Wäls:: ver detalhes da cervejariaEstiloBelgian Tripel  Álcool (%)9% ABVIBU38AtivaSIMSazonalNão é sazonalTemperatura8-12 °C Copo ideal Tulipa TaçaVisite o website,NA,Belgian Tripel,9,SIM,Não é sazonal,38,8, Tulipa Taça,3.8,8,4,15,4,8,217
Wäls Verano,Cervejaria Wäls:: ver detalhes da cervejariaEstiloBelgian Pale Ale  Álcool (%)5% ABVIBU25IngredientesDry hopping de lúpulo ColumbusAtivaSIMSazonalVerãoTemperatura5-7 °C Copo ideal Pint CalderetaVisite o website,NA,Belgian Pale Ale,5,SIM,Verão,25,5, Pint Caldereta,3.4,6,4,14,3,7,64
